id,league_id,user_id,body,created_at
0bbc52fa-02c7-4aef-b7fe-a8da427fee68,cffbd011-a982-42f0-bdfe-981bbff3df30,db48f5e0-a85c-4cea-90ed-6e9ce91f96ec,Testing,2026-09-01T02:28:06.819485+00:00
65d4cafb-776d-4c82-9dc3-af65277836c8,cffbd011-a982-42f0-bdfe-981bbff3df30,db48f5e0-a85c-4cea-90ed-6e9ce91f96ec,Hi everyone so far!,2026-09-06T21:31:43.53149+00:00
20f1d526-aa73-44a2-8023-472cdd840897,cffbd011-a982-42f0-bdfe-981bbff3df30,001637f0-a6ef-4268-a0b1-9fd86e62631b,Yo yo,2026-09-07T21:20:45.814175+00:00
08d32a71-1b27-4782-a399-624ced27de15,cffbd011-a982-42f0-bdfe-981bbff3df30,db48f5e0-a85c-4cea-90ed-6e9ce91f96ec,Welcome!  Make sure you set you Lineup prior to Wed game if you want to start any SEA or NE players.,2026-09-08T06:23:37.390054+00:00
22836f57-81fa-4b4d-900b-d516b7e467da,cffbd011-a982-42f0-bdfe-981bbff3df30,db48f5e0-a85c-4cea-90ed-6e9ce91f96ec,"Otherwise, you can keep switching as long as players you want haven't yet started playing.",2026-09-08T06:25:03.087283+00:00
