id,team_id,season,week,award_type,bonus_points,mvp_player_id,created_at
71d76790-a5a2-4deb-b00b-1a1b1d4e8f0d,176fe6d7-89e0-49f7-957a-43a9dbb5655f,2026,1,gm,25,,2026-09-15T08:54:07.277585+00:00
2078ff7c-19b5-40f5-99b7-239a706965de,8c5a0f50-32db-4080-a9ac-a2a588fe324f,2026,1,gm,25,,2026-09-15T08:54:07.277585+00:00
851a1f9e-ecb9-4cd6-9c01-03c041b2d9fd,6fbf760b-72a3-48d3-8418-48869766c773,2026,2,gm,25,,2026-09-22T08:44:27.123019+00:00
4e96de46-c4ae-4a02-bac5-6c4c38873025,6fbf760b-72a3-48d3-8418-48869766c773,2026,2,mvp,25,00-0038543,2026-09-22T08:44:27.123019+00:00
